ACD_ID,HEADLINE,INDUSTRY
39104,Associate at Booz Allen Hamilton,Management Consulting
39105,Student at University of Florida,
39106,IT Strategy Leader,Information Technology and Services
39107,Manufacturing Intern at GE Oil & Gas,Oil & Energy
39108,Transportation Logistics Manager at Walt Disney World,Mechanical or Industrial Engineering
39109,Asset Management Analyst at CNL Financial Group,Financial Services
39110,Industrial and Systems Engineering Student at University of Florida,Mechanical or Industrial Engineering
39111,Industrial Engineer II at Northrop Grumman Aerospace Systems,Mechanical or Industrial Engineering
39112,"Dean, Francis College of Engineering at UMass Lowell",Higher Education
39113,Project Manager at Citi,Information Technology and Services
39114,Director of Client Services at Accenture,Information Technology and Services
39115,Solutions Engineer at ViewDo Labs,Mechanical or Industrial Engineering
39116,Recruiting Manager / Analyst Program Manager at Citi,Financial Services
39117,Industrial & Systems Engineering Student at the University of Florida,Mechanical or Industrial Engineering
39118,Production Engineer at Harris Corporation,Logistics and Supply Chain
39119,Emerging Leaders Associate at Nielsen,Market Research
39120,Manager at Accenture,Management Consulting
39121,"President, Institute of Industrial Engineers at the University of Florida",Mechanical or Industrial Engineering
39122,Field Engineer,Oil & Energy
39123,IT Strategy Consultant at Accenture,Management Consulting
39124,Management Consulting Analyst at Accenture,Management Consulting
39125,Consultant at Citrix,Computer Software
39126,Data Management Analyst at RelayHealth,Hospital & Health Care
39127,Supplier Quality Leader at Cummins Inc.,Mechanical or Industrial Engineering
39128,"Sr. Marketing Consultant, New/Emerging Markets at Siemens Industry",Industrial Automation
39129,Industrial Engineer in the Healthcare Industry,Hospital & Health Care
39130,Student,Higher Education
39131,Consultant at Accenture,Information Technology and Services
39132,Confidential at Confidential,Management Consulting
39133,PGD Engineer,Renewables & Environment
39134,CIO at OpTier,Information Technology and Services
39135,Production Manager at Parkson Corporation,Logistics and Supply Chain
39136,Global Quality Manager  Reference Data Operations at Nielsen,Market Research
39137,Student at University of Florida,Mechanical or Industrial Engineering
39138,Technical Analyst at Citrix,Computer Software
39139,North America Lead  Informatica Practice at Accenture,Information Technology and Services
39140,Partner  IT Strategy at Accenture,Information Technology and Services
39141,Assistant Professor at Missouri S&T,Logistics and Supply Chain
39142,Founder at Sand Lake Tutoring,Financial Services
39143,Maintenance Manager at PepsiCo  Pepsi Beverages Company,Mechanical or Industrial Engineering
39144,CLP at GE Power and Water  Renewables,Renewables & Environment
39145,Oracle Production Support Analyst at InComm,Wholesale
39146,Risk Management at GE Capital,Financial Services
39147,Business Analyst at ExxonMobil,Oil & Energy
39148,Process Development Engineer at Amazon.com,Mechanical or Industrial Engineering
39149,"President at Voalte, Inc.",Hospital & Health Care
39150,Sr. Financial Analyst at Samsung,Financial Services
39151,Senior Business Analyst at American Express,Financial Services
39152,Consultant at IBM,Information Technology and Services
39153,Manager at PwC Consulting,Management Consulting
39154,Analyst at Accenture,Information Technology and Services
39155,Accenture Interactive  Digital Marketing Performance Services,Management Consulting
39156,Territory Sales Manager at ExxonMobil,Oil & Energy
39157,Technology Analyst at Accenture,Mechanical or Industrial Engineering
39158,Manager at Accenture,Information Technology and Services
39159,Business Technology Analyst at Deloitte Consulting,Information Technology and Services
39160,IT Manager,Information Technology and Services
39161,Industrial Engineering Associate at Lockheed Martin,Mechanical or Industrial Engineering
39162,Sales Support Manager at TracFone Wireless,Mechanical or Industrial Engineering
39163,"Designer at Gresham, Smith and Partners",Architecture & Planning
39164,Software Developer with Web Expertise,Computer Software
39165,Operations Summer Analyst at Citi,Facilities Services
39166,MBA/MSE Student at Carnegie-Mellon University,Management Consulting
39167,Global Lean Six Sigma Coach at Jabil Circuits,Mechanical or Industrial Engineering
39168,Graduate Student in Information Systems and Operations Management,Information Technology and Services
39169,"Entry level recruiting lead for Houston office, Texas entry level recruiter at Accenture",Human Resources
39170,Technology Consulting Analyst at Accenture,Information Technology and Services
39171,President at WEEC LLC,Real Estate
39172,"Senior Director, Analytics at GetWellNetwork",Hospital & Health Care
39173,Technical Recruiter at Braintree,Computer Software
39174,GBS Client Service Manager at Nielsen,Market Research
39175,Graduate Assistant for Children's Miracle Network Hospitals at UF Health Shands Children's Hospital,Nonprofit Organization Management
39176,Consultant at Manhattan Associates,Computer Software
39177,"FACILITATION, INSURANCE, FINANCIAL SERVICES, CONSULTING AND NATIONAL ACCOUNTS, WORKFORCE SOLUTIONS ADVISING PROFESSIONAL",Higher Education
39178,Process Integration Engineer (Device) at Samsung Austin Semiconductor,Semiconductors
39179,Project Engineer | Production Lead at Lockheed Martin,Defense & Space
39180,Industrial & Systems Engineer,Mechanical or Industrial Engineering
39181,Sr. Recruiting Consultant for L-3 National Security Solutions  STRATIS,Human Resources
39182,Manager in Accenture's Strategy Consulting Practice,Management Consulting
39183,Lead Code Monkey at Urbful,Defense & Space
39184,Student at University of Florida,
39185,Sales Associate at Emerald Dunes Real Estate & Development,Defense & Space
39186,Motion Graphics Artist,Media Production
39187,MS Industrial Engineer (GB),Logistics and Supply Chain
39188,Programmer/Analyst,Consumer Goods
39189,"Product Manager at Voalte, Inc.",Medical Devices
39190,Systems Integration Consulting Analyst at Accenture,Management Consulting
39191,Industrial and Systems Engineering,Mechanical or Industrial Engineering
39192,Industrial Engineer at Crowley Maritime,Maritime
39193,Graduate Assistant at University of Florida,Higher Education
39194,Industrial Engineer  Labor Operations at Winn Dixie Stores,Logistics and Supply Chain
39195,Business Technology Analyst,Mechanical or Industrial Engineering
39196,Technology Consulting at Accenture,Mechanical or Industrial Engineering
39197,Works at Prosoft Associates Inc.,Information Technology and Services
39198,"Experienced Hire Recruiter at Accenture for IT Strategy, Information & Data Strategy, and IT Process Excellence",Human Resources
39199,Commercial Leadership Program at GE Capital,Financial Services
39200,Doctorate Pre-Candidate at University of Michigan,Higher Education
39201,President at Sigma Oil Corp (Series2k),Computer Software
39202,Marketing and Sales Manager,Electrical/Electronic Manufacturing
39203,Analyst at American Express and Graduate Student at the University of Florida,Computer Software
39204,Student at the University of Florida,Logistics and Supply Chain
39205,OMLP  Locomotive Services at GE Transportation,Transportation/Trucking/Railroad
39206,Associate Risk Analyst at American Integrity Insurance Company,Insurance
39207,"Senior Manager, Datacenter Technologies and Cloud computing at Accenture",Information Technology and Services
39208,Analyst  Supply Chain Planning and Analysis at Sysco,Logistics and Supply Chain
39209,Senior Data Analyst at Capital One,Information Technology and Services
39210,Automotive Lubricants Sales Territory Manager at ExxonMobil,Oil & Energy
39211,IT Strategy Analyst at Accenture,Management Consulting
39212,Student at University of Florida,
39213,Operations for Engineers Leadership Development Participant,Mechanical or Industrial Engineering
39214,Director of Technology Operations at K Alliance,Information Technology and Services
39215,Systems Integration Analyst at Accenture,Information Technology and Services
39216,Supervisory Examiner at FDIC,Banking
39217,"Sr. Analyst, Revenue Management at Hotwire",Internet
39219,Revenue Manager at Disney Cruise Line,"Leisure, Travel & Tourism"
39220,"Claims Adjuster at Eagle Adjusting Services, Inc.",Construction
39221,"Experienced advisor on innovation, IP commercialization and venture management",Management Consulting
39222,OPT| Masters' Information Systems | 3+ years Business Intelligence/Data Warehousing/Java/Oracle Applications experience,Information Technology and Services
39223,Manufacturing Supervisor at Intel Corporation,Semiconductors
39224,Pharmacy Student at University of Florida,Higher Education
39225,Business Analyst,Management Consulting
39226,"Experienced in Supply Chain, Process Improvement and Project Management",Consumer Goods
39227,Technology Analyst at Goldman Sachs,Computer Software
39228,Managing Director at Accenture,Management Consulting
39229,President & CEO at Sawgrass Group,Human Resources
39230,Oracle Performance Optimization,Computer Software
39231,Talent and Organization Capability at Lockheed Martin,Defense & Space
39232,Systems Engineer at Naval Air Warfare Center Training Systems Division (NAWCTSD),Mechanical or Industrial Engineering
39233,Process Engineering Manager at Monterey Boats,Mechanical or Industrial Engineering
39234,Business Analyst at Accenture,Information Technology and Services
39235,"Manager at Accenture, LLP",Oil & Energy
39236,Business & Sys Integration Consultant at Accenture,Information Technology and Services
39237,Financial Software Developer at Bloomberg,Financial Services
39238,"Financial Analyst at Fidus Investment Advisors, LLC",Financial Services
39239,IT at UF Technology Assistant Center,Entertainment
39240,Manhattan Associates Consultant,Logistics and Supply Chain
39241,Math Teacher at Palm Beach County School District,Marketing and Advertising
39242,Senior Technology Consultant,Financial Services
39243,Analyst IT Strategy Group at Accenture,Management Consulting
39244,"Industrial Engineering Student, University of Florida",Mechanical or Industrial Engineering
39245,Strategy Consultant,Management Consulting
39246,"Global Senior Director in Quality, Lean Mfg/Six Sigma, Operation & Supply Chain Multi-site leader at Emerson Electric",Logistics and Supply Chain
39247,Industrial Engineer,Automotive
39248,Manager IT Strategy and Enterprise Architecture,Information Technology and Services
39249,Officer at Bank of America,Banking
39250,Chairman at UF ISE Advisory Council,Nonprofit Organization Management
39251,Medical Billing Supervisor at Brevard Medical Equipment,Medical Devices
39252,Sr. Mgr. at Accenture,Management Consulting
39253,Financial Analyst at Axcess Financial.,Financial Services
39254,Strategy Analyst at Accenture,Management Consulting
39255,Industrial Engineer at Crowley Maritime,Mechanical or Industrial Engineering
39256,Master in Information Systems and Operational Management,Information Technology and Services
39257,Management Trainee at BNSF Railway,Transportation/Trucking/Railroad
39258,Manufacturing Development Program Engineer at Cummins Inc.,Mechanical or Industrial Engineering
39259,Talent Fulfillment Specialist at Accenture,Management Consulting
39260,Inside Liability Claims Adjuster at Allstate,Insurance
39261,Field Technician  at k12itc,Computer Software
39262,Engineer at Nelson Engineering Co.,Civil Engineering
39263,Manager  Strategy Consulting,Management Consulting
39264,EE Business Leader  Black Belt II at Cameron,Mechanical or Industrial Engineering
39265,"Distribution Industry Manager at Ashland, Inc.",Plastics
39266,Senior Purchasing Manager  Procter & Gamble,Consumer Goods
39267,Digital Media Manager at The National Press Foundation,Nonprofit Organization Management
39268,Systems Support Engineer at JPMorgan Chase,Mechanical or Industrial Engineering
39269,"Director, IPPD at University of Florida",Mechanical or Industrial Engineering
39270,"Chief Operating Officer, Esterline Control Systems Mason",Aviation & Aerospace
39271,mHealth developer with a background in operations and project management,Computer Software
39272,IT Senior Business Analyst in Capital Markets at EverBank,Information Technology and Services
39273,Supply Network Operations at Procter & Gamble,Logistics and Supply Chain
39274,Area Manager at Amazon,Internet
39275,Data Analyst at CenterPoint Group,Information Technology and Services
39276,Operations Management Trainee at Nestle,Higher Education
39277,Research Assistant and Instructor at University of Florida,Higher Education
39278,Graham-Buffett Master Lecturer of Finance at University of Florida,Higher Education
39279,Technology Consultant at Accenture,Information Technology and Services
39280,Technical Consultant at OSS Integrators,Information Technology and Services
39281,Tax Associate  at PwC,Accounting
39282,Sr. Manager at Accenture,Information Technology and Services
39283,IT Project Manager / Business Analyst at CNA Insurance,Insurance
39284,Operations Leader at General Electric,Oil & Energy
39285,Research Assistant at University of Florida,Mechanical or Industrial Engineering
39286,Human Resources Professional,Information Technology and Services
39287,Project Analyst at Florida Blue,Supermarkets
39288,Mechanical Engineer Asc. at Lockheed Martin,Mechanical or Industrial Engineering
39289,Case Manager,Legal Services
39290,Information Technology Professional,Information Technology and Services
39291,Associate PROFESSOR at University of Florida,Management Consulting
39292,Materials Science PhD Candidate at the University of Florida,Research
39293,Operations Industrial Engineer at USPS,Mechanical or Industrial Engineering
39294,Market Risk Management Intern at Raymond James Financial Inc.,Banking
39295,Product Development | American Express,Financial Services
39296,Student at University of Florida,Mechanical or Industrial Engineering
39297,noname,Hospital & Health Care
39298,Analyst at Accenture,Management Consulting
39299,IT Strategy Manager at Accenture,Management Consulting
39300,Senior Project Manager at Nielsen,Higher Education
39301,Consultant at Accenture,Mechanical or Industrial Engineering
39302,"Career Advising, Talent Management and Talent Acquisition Specialist",Higher Education
39303,Corporate Recruiter seeking top talent to join the Veredus team!,Staffing and Recruiting
39304,Software Engineer at Harris Corporation,Defense & Space
39305,Systems Integration Analyst at Accenture,Management Consulting
39306,Pet Care External Manufacturing Site Leader at Procter & Gamble,Consumer Goods
39307,Summer Analyst at Goldman Sachs,Financial Services
39308,MBA Candidate at UC Berkeley Haas School of Business,Hospital & Health Care
39309,Office Coordinator at Atlantis Urgent Care,Hospital & Health Care
39310,Human Performance Specialist at Accenture,Professional Training & Coaching
39311,Industrial & Design Engineer at Southeast Toyota Distributors LLC,Mechanical or Industrial Engineering
39312,Service Optimization Leader at GE Healthcare,Mechanical or Industrial Engineering
39313,Freelance Web Developer,Internet
39314,Sr. Manager at Accenture,Mining & Metals
39315,Data Architect at Stanford Hospitals,Information Technology and Services
39316,Assistant Professor at University of Central Florida,Research
39317,Strategy Consultant at Accenture,Management Consulting
39318,"Applications Development Engineer, REBL Division at KLA-Tencor",Semiconductors
39319,Business Analyst at Accenture,Information Technology and Services
39320,Senior Consultant at Credera,Information Technology and Services
39321,Student at University of Florida,
39322,Industrial Engineer at Southwire Company,Mechanical or Industrial Engineering
39323,Associate Professor at Beihang Univ.,"Health, Wellness and Fitness"
39324,Industrial Engineer/Materials Engineer,Logistics and Supply Chain
39613,Strategy Consultant at Accenture,Information Technology and Services
39614,"Senior Director, Office of the President/COO at AAR CORP.",Aviation & Aerospace
39615,IT Portfolio Manager at Kaiser Permanente,Computer Hardware
39616,Participant Services Representative II at Mercer,Human Resources
39617,Senior Manager at Accenture,Information Technology and Services
39618,Management Consultant  Talent and Organization at Accenture,Management Consulting
39619,"Business Analyst, BP America",Oil & Energy
39620,Columbia Business School MBA,Real Estate
39621,Event Marketing & PR,Public Relations and Communications
39622,Senior Assistant Director of Student Services at Mercy College,Higher Education
39623,Strategy Executive at Accenture,Management Consulting
39624,Global Program Director  Finance at Nike,Information Technology and Services
39625,"Analyst, Strategy & Analysis at Digitas",Marketing and Advertising
39626,Senior Manager at Accenture and Information Technology and Services Consultant,Information Technology and Services
39627,SAP Business Objects Developer at LSI Consulting,Information Technology and Services
39628,Client Operations Manager at State Street,Financial Services
39629,Financial Representative  at Northwestern Mutual,Entertainment
39630,"President, Umass Finance Society",Financial Services
39631,Managing Director at Accenture Interactive,Management Consulting
39632,IT Strategy and Transformation Consultant at Accenture,Information Technology and Services
39633,Global Vice President and Chief Information Officer at Whole Foods Market,Retail
39634,QA Specialist at Genzyme,Renewables & Environment
39635,Executive Assistant to the CEO & CTO,Computer Software
39636,"Director of Constituent Relations, Isenberg School of Management at University of Massachusetts Amherst",Philanthropy
39637,Senior Data Analyst at Quid,Financial Services
39638,Technical Recruiter at LeapFrog Systems,Information Technology and Services
39639,Waiter at Bangkok Thai Restaraunt,Financial Services
39640,Talent Acquisition Recruiter at Northrop Grumman,Information Technology and Services
39641,Strategy Analyst at Accenture,Management Consulting
39642,Technology Consultant at Accenture,Information Technology and Services
39643,Graphic Designer at Dominion Dealer Solutions,Marketing and Advertising
39644,"Senior Consultant at Logic Healthcare, LLC",Hospital & Health Care
39645,Control Accounting at BNY Mellon,Management Consulting
39646,Intern at Morgan Stanley Wealth Management,Financial Services
39647,noname,Consumer Services
39648,Strategic Analytics,"Health, Wellness and Fitness"
39649,Retired at Pepsico,Food & Beverages
39650,Senior Associate at State Street,Investment Banking
39651,"Online Marketing Specialist in SEM, SEO, PPC, Content Management, & Social Media Marketing",Marketing and Advertising
39652,Senior Client Ops Specialist at State Street Bank,Financial Services
39653,EMT-B at University of Massachusetts Emergency Medical Service,Medical Practice
39654,Alternative Investment Solutions,Financial Services
39655,Coordinator at Joslin Diabetes Center,Hospital & Health Care
39656,Application Support Analyst II at Granite Telecommunications,Information Technology and Services
39657,Restaurant manager,Hospitality
39658,Site Specialist  at Thermo Fisher Scientific,Biotechnology
39659,Experienced Professional,Financial Services
39660,noname,Chemicals
39661,Analyst at Accenture,Information Technology and Services
39662,Therapeutic Mentor at Arbour Counseling Services,Individual & Family Services
39663,Account Manager  at Centerline Drivers,Staffing and Recruiting
39664,Associate Architect at Computer Associates,Computer Software
39665,"Financial Executive Recruiter Specializing in Accounting, Finance, & Tax within FS & Insurance 914-595-5749",Staffing and Recruiting
39666,Information Technology and Services,Information Technology and Services
39667,Management Consultant,Management Consulting
39668,Boeing 787 Program Finance Analyst at UTC Aerospace Systems,Aviation & Aerospace
39669,Territory Manager at Roofing & Insulation Supply,Building Materials
39670,Business Operations Professional,Financial Services
39671,UMass Amherst Graduate,
39672,Intern at City of Worcester Division of Public Health,Hospital & Health Care
39673,Private Investor | Capital Markets | Corporate Finance | Investor Relations,Financial Services
39674,Managing Director at Accenture,Information Technology and Services
39675,Consulting Executive at Accenture,Management Consulting
39676,Management Consultant,Management Consulting
39677,"Manager, IT Strategy and Transformation at Accenture",Information Technology and Services
39678,Systems Integration Consultant at Accenture,Human Resources
39679,Divisional VP Inventory and In-stock at Walgreens,Retail
39680,Career Catalyst,Higher Education
39681,Alumni Group at UMass Amherst Alumni Association,Nonprofit Organization Management
39682,Organizational Development Professional/Management Consultant,Management Consulting
39683,Managing Director at Accenture,Management Consulting
39684,Financial Analyst at Ropes & Gray LLP,Financial Services
39685,Vice President at Lowe's Home Improvement,Retail
39687,Manager at Accenture Retail Strategy,Management Consulting
39688,Technology Consulting Analyst at Accenture,Information Technology and Services
39689,Member of the Board of Directors SAIC ( Leidos),Management Consulting
39690,"MBA, Sr. Financial Analyst, Photographer",Information Services
39691,"Solar PV Systems Engineer at SolarFlair Energy, Inc",Renewables & Environment
39692,IT Service Excellence Executive at Accenture,Management Consulting
39693,Managing Director at Accenture,Management Consulting
39694,Senior Naval Science Instructor at Worcester Public Schools,Education Management
39695,"Student at University of Massachusetts, Amherst",Food & Beverages
39696,Consultant at Accenture,Pharmaceuticals
39697,Customer and Digital Analytics at Accenture,Mechanical or Industrial Engineering
39698,Martin Greenberg is a Revenue Analyst at IBM in New York,Information Technology and Services
39699,"Accenture Managing Director  Technology Consulting, IT Strategy",Information Technology and Services
39700,Consulting Analyst,Information Technology and Services
39701,Business Unit Finance Manager  IT Financial Project Management at TIAA-CREF,Banking
39702,"VP of Marketing & Business Development at Financial Recoveries, Inc.",Financial Services
39703,Business Consultant at Target,Management Consulting
39704,Executive Recruiter  at Onward Search,Marketing and Advertising
39705,Performance Analyst (Implementation); MBA,Financial Services
39706,Regional Marketing Specialist at Qdoba Restaurant Corporation,Marketing and Advertising
39707,Research/Teaching Assistant in Economics at University of Massachusetts Amherst,Higher Education
39708,noname,Accounting
39709,"Director, Recruitment at Liberty Mutual Insurance",Insurance
39710,"Jr. Project Manager, Granite Telecommunications",Accounting
39711,Associate at United Technologies,Aviation & Aerospace
39712,Managing Director at Accenture,Management Consulting
39713,Vice President at Prudential,Financial Services
39714,Registered Nurse @ AlphaCare Home Health Agency,Hospital & Health Care
39715,Entrepreneur | Manager | Ex-Management Consultant,Construction
39716,"Director, Global Sourcing Office and Vendor Governance",Financial Services
39717,Consultant for Retail,Apparel & Fashion
39719,Principal at Pariveda Solutions,Information Technology and Services
39720,Professor at University of Massachusetts,Financial Services
39721,Systems Integration Consultant at Accenture,Accounting
39722,Consultant at eFront,Financial Services
39723,Professor of Finance at Isenberg School of Management,Education Management
39724,"Executive Director, North America Cloud Leader at EY",Information Technology and Services
39725,Morgan Stanley,Financial Services
39726,Quality Analyst at Dana-Farber Cancer Institute,Hospital & Health Care
39727,Asset Management Analyst at JPMorgan Chase,Financial Services
39728,Union Organizer at Committee of Interns and Residents/SEIU Healthcare,International Affairs
39729,"Student at University of Massachusetts, Amherst",Financial Services
39730,Financial Analyst at Vistaprint,Internet
39731,Accenture,Management Consulting
39732,Strategy Consultant at Accenture,Management Consulting
39733,"Senior Director, Merchandise Planning & Analytics at Fab.com",Retail
39734,Graduating May 2014,Investment Management
39735,Optum,Information Technology and Services
39736,Senior Manager  at Cisco,Information Technology and Services
39737,Consultant at Accenture,Computer Software
39738,Fund Manager at UCLA Health,Hospital & Health Care
39739,Schedule Specialist | Experienced Administrative/Customer Service Representative | Operations and Information Graduate,Higher Education
39740,Military Professional,Military
39741,Business Analyst,Government Administration
39742,"Senior, Fraud Investigation and Dispute Services",Accounting
39743,International Catholic Migration Commission,Education Management
39744,Volunteer Coordinator at Ronald McDonald House Charities of Central Florida,Hospitality
39745,Assistant Account Executive at Hill Holliday,Marketing and Advertising
39746,Student at Mercer University  Walter F. George School of Law,
39747,Inhouse Marketing & Administrator,Marketing and Advertising
39748,Business Development & Web Developer at MakerSquare,Information Technology and Services
39751,Senior Consultant at Deloitte,Financial Services
39752,Assurance Associate at PwC,Accounting
39753,Trading Operations Analyst and Business Operations Manager at Empiricus Capital Management LLC,Financial Services
39754,Managing Director at Accenture,Insurance
39755,Education Management Professional,Education Management
39756,Supervisor at LimeRed Tea House,Restaurants
39757,Retail Inventory Analyst at NBC Universal,Entertainment
39758,Critical Care Registered Nurse at Hartford Hospital,Hospital & Health Care
39759,MBA Candidate at Boston University | Analyst at International Group Program (IGP),Financial Services
39760,Meeting & Events Manager at The Westin Jersey City,Hospitality
39761,"Growth, Mobile Platform @Twitter",Internet
39763,Senior Manager / Strategy / Accenture,Management Consulting
39764,Challenge Me,Automotive
39765,Strategy Consultant at Accenture,Management Consulting
39766,"PPM Lead Architect (US East & Canada), CA Technologies",Information Technology and Services
39767,Consultant at Slalom Consulting,Management Consulting
39770,Sr. HR Business Analyst,Retail
39771,"Student at University of Massachusetts, Amherst",Accounting
39772,Business Intelligence Development Manager,Information Technology and Services
39773,Products Strategy Consultant at Accenture,Management Consulting
39774,Management Consultant at Accenture; Kellogg MBA,Management Consulting
39775,Assurance Services at Ernst & Young,Accounting
39777,Business Systems Analyst at Epsilon,Marketing and Advertising
39778,Credit Analyst at Enterprise Bank (Enterprise Bancorp),Financial Services
39779,"Partner at Accenture, LLP",Information Technology and Services
39780,"Senior Manager, World Wide Operations Business Intelligence at Apple, Inc.",Consumer Electronics
39781,"Professor and Chairman, Department of Finance, Isenberg School of Business, University of Massachusetts",Capital Markets
39782,"Tax Associate at BDO USA, LLP",Accounting
39783,Content Editor at Thomas Publishing,Publishing
39784,Same Day City PUD Courier at FedEx,Wine and Spirits
39785,Client Account Coordinator at MarketOne International,Marketing and Advertising
39786,Office and Billing Administrator,Public Safety
39787,Sales at Twitter,Internet
39788,Manager/ Front Desk Host at Sato Restaurant,Hospitality
39789,MPA Student at Northeastern University,Market Research
39791,"Legal Intern at the Federal Public Defender Office, District of Massachusetts",Legal Services
39792,Senior Manufacturing Tech II at AbbVie Bioresearch Center,Biotechnology
39793,at EATON CORP,Utilities
39794,Adult-Gerontology Acute Care Nurse Practitioner Student at University of Massachusetts Medical School,Hospital & Health Care
39795,IT Risk and Assurance Staff,Higher Education
39796,Chemical Operator at Abbvie Inc.,Restaurants
39797,Financial Analyst at IBM,Information Technology and Services
39798,Recruiting Manager at Adison & Partners Executive Search,Staffing and Recruiting
39799,Senior Manager  IT Strategy at Accenture,Information Technology and Services
39800,"Assistant Manager at Kim's Decorator's, Inc.",Marketing and Advertising
39801,"Senior Manager, Central Buying at Wayfair",Retail
39802,Research Analyst at Brighton House Associates,Financial Services
39803,Financial and Sport industry Professional,Financial Services
39804,Retained Executive Search Consultant,Staffing and Recruiting
39805,Theneeds Co-founder,Internet
39806,Consultan at Accenture,Information Technology and Services
39807,Analyst at Accenture,Information Technology and Services
39808,Inbound Marketing Specialist at HubSpot,Marketing and Advertising
39809,Assurance Senior at Ernst &  Young,Accounting
39810,Production Coordinator at Convene,Hospitality
39811,Analyst at Accenture,Mechanical or Industrial Engineering
39812,Principal at Accenture,Management Consulting
39813,IT Strategy & Transformation Consultant at Accenture,Information Technology and Services
39814,Associate at HealthCare Royalty Partners,Venture Capital & Private Equity
39815,Senior Consultant at MetricStream,Management Consulting
39817,Professor at Univ. of Massachusetts,Higher Education
39819,Student,Law Practice
39820,Director at UMass Upward Bound Program,Education Management
39821,SVP of Business Development at Incandesent,Management Consulting
39822,Crucial Vacuum,Internet
39823,Analyst at BNY Mellon,Financial Services
39824,Seasoned Strategy and Transformation Executive,Hospital & Health Care
39825,Senior Strategy Consultant at Accenture Management Consulting,Management Consulting
39826,Associate Partner at IBM,Information Technology and Services
39827,Nursing Student at Northeastern University,Hospital & Health Care
39828,Director of Client Services,Information Technology and Services
39829,entrepreneur | angel group manager | mentor,Venture Capital & Private Equity
39830,Investment Professional,Real Estate
39831,Senior Manager at Accenture,Management Consulting
39832,Experienced Analyst/Consultant,Information Technology and Services
39833,Corporate Recruiter at Accenture,Staffing and Recruiting
39834,Attorney at Peters & Sowyrda,Law Practice
39835,Strategy Manager at Accenture,Management Consulting
39836,"President, BlueSky Professional Services Group, LLC  Consulting & Executive Search",Management Consulting
39837,COO at Baked & Banded,Online Media
39839,Project Management Consultant at Target Corporation leading the Enterprise Business Intelligence PMO,Retail
39840,Assurance Associate at PwC,Accounting
39841,"Director, Business Systems Strategic Projects at Liberty Mutual Insurance",Insurance
39842,Audit Associate at Grant Thornton LLP,Accounting
39843,SAP Technology Consultant at Accenture,Information Technology and Services
39844,Economics at University of Massachusetts Amherst,Financial Services
39847,stuff,Education Management
39848,"Manager, IT Business Management",Accounting
39849,Manager  Global Capital at Tronox,Financial Services
39850,Inside Sales,Electrical/Electronic Manufacturing
39851,Financial Analyst at CBRE,Commercial Real Estate
39852,Assistant Manager at Rite Aid,Retail
39853,Admissions Counselor at The American Academy of Dramatic Arts,Higher Education
39854,Psychology Graduate,Mental Health Care
39855,Senior Consultant-Protiviti,Management Consulting
39856,Student at UMass Amherst,Venture Capital & Private Equity
39858,EMC Business Analyst,Information Services
39859,Veterans Knoweldge Community Research and Publications Representative at NASPA,Higher Education
39860,Principal at Accenture,Retail
39861,land surveyor at CMLS,Civil Engineering
39863,High Availability Technician,Information Technology and Services
39864,"Senior Manager at Retalix, A Division of NCR Retail",Information Technology and Services
39865,Principal Services Consultant at CA Technologies,Information Technology and Services
39866,"Senior Financial Analyst, Global Revenue Reporting and Analysis @ EMC",Financial Services
39867,"Prime Brokerage  Team Leader/VP, Client Service at J.P. Morgan",Capital Markets
39868,Management Consultant at Accenture,Management Consulting
39869,Director Solution Sales  Clarity at CA Technologies,Computer Software
39870,Associate at Great Hill Partners,Venture Capital & Private Equity
39871,"Owner, Aaron T White, CPA PFS",Accounting
39872,Financial Services Advisory at PwC,Accounting
39873,Managing Director (Partner) at Accenture Management Consulting,Management Consulting
39874,Program Manager  Marketing PMO at Verizon Wireless,Management Consulting
39875,Consultant,Financial Services
39876,Purchasing/Marketing Assistant at Adcotron EMS Inc,Marketing and Advertising
39877,Client Service Administrator at State Street,Financial Services
39878,Sr. Specialist at BNY Mellon,Marketing and Advertising
39879,Director of Investor Relations @ Slate Parker Enterprises; Managing Partner @ 2Nova Interactive,Real Estate
39880,"AVP, BTS Business Ops at LPL Financial",Retail
39881,Systems Integration Analyst at Accenture,Financial Services
39882,Marketing & Customer Acquisition @ ALOHA.com,Internet
39883,Independent Business Owner at Wake Up Now,Financial Services
39884,Systems Analyst at Administration and Finance Systems,Higher Education
39885,Financial Operations Analyst at SAMSUNG,Financial Services
39886,Surgical Coordinator at Franciscan Children's Hospital,"Health, Wellness and Fitness"
39887,Strategy Senior Manager at Accenture,Management Consulting
39888,Manager at Accenture,Management Consulting
39889,Systems Integration Consulting Analyst at Accenture,Management Consulting
39890,"Assistant in Fixed Income, Putnam Investments",Marketing and Advertising
39892,Sales Coordinator at NaviNet,Computer Software
39893,Marketing Specialist at S&P Capital IQ,Marketing and Advertising
39894,Partner at Accenture (Retail),Retail
40511,Tecnical Recruiter at Rose International,Information Technology and Services
40601,EXECUTIVE RECRUITMENT HEAD at Silicon Valley Systech Inc,Outsourcing/Offshoring
40618,Software Engineering Intern at CSX,Computer Software
40627,Computer Science Graduate Student at University of Florida,Computer Software
40629,Student at Boston University,International Trade and Development
40639,Software Developer Intern at NetBoss Technologies Inc.,Computer Software
40649,Actively looking for Summer Internship | Power Systems Graduate Student at Northeastern University,Electrical/Electronic Manufacturing
40668,Graduate Student at University of Florida,Computer Software
